Dataset	Id	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	FScore	MolFile	Family	Structure
MSV000078892	21	REG_fdr0_spectra/MSV000078892.mgf	21	21	7313	Dolastatin_16_Homologue_(R_=_-CH2CH3)	11	2.3e-12	892.5310000000001	893.54	373.653	M+H	1	11.638272163982407	combined_db/mol_dir/NJO91-P.mol	362	cyclic
MSV000078892	24	REG_fdr0_spectra/MSV000078892.mgf	24	24	7313	Dolastatin_16_Homologue_(R_=_-CH2CH3)	11	4.7000000000000006e-12	892.5310000000001	893.541	375.066	M+H	1	11.327902142064282	combined_db/mol_dir/NJO91-P.mol	362	cyclic
MSV000078892	22	REG_fdr0_spectra/MSV000078892.mgf	22	22	7313	Dolastatin_16_Homologue_(R_=_-CH2CH3)	12	2.5000000000000003e-12	892.5310000000001	447.273	372.54	M+2H	2	11.602059991327963	combined_db/mol_dir/NJO91-P.mol	362	cyclic
MSV000078892	37	REG_fdr0_spectra/MSV000078892.mgf	37	37	7313	Dolastatin_16_Homologue_(R_=_-CH2CH3)	10	1.4000000000000001e-09	892.5310000000001	447.273	371.335	M+2H	2	8.853871964321762	combined_db/mol_dir/NJO91-P.mol	362	cyclic
MSV000078892	25	REG_fdr0_spectra/MSV000078892.mgf	25	25	5963	Hantupeptin_A_Hantupeptin_A	9	6.900000000000001e-12	736.441	737.449	410.542	M+H	1	11.161150909262744	combined_db/mol_dir/PQY72-B.mol	19	cyclic
MSV000078892	28	REG_fdr0_spectra/MSV000078892.mgf	28	28	5963	Hantupeptin_A_Hantupeptin_A	8	3e-11	736.441	737.448	412.18199999999996	M+H	1	10.522878745280337	combined_db/mol_dir/PQY72-B.mol	19	cyclic
MSV000078892	34	REG_fdr0_spectra/MSV000078892.mgf	34	34	5963	Hantupeptin_A_Hantupeptin_A	8	2.7000000000000005e-10	736.441	737.45	397.981	M+H	1	9.568636235841012	combined_db/mol_dir/PQY72-B.mol	19	cyclic
MSV000078892	26	REG_fdr0_spectra/MSV000078892.mgf	26	26	7299	Kulomoopunalide_1_Kulomoopunalide_1	11	1.1e-11	716.472	717.4830000000001	424.848	M+H	1	10.958607314841775	combined_db/mol_dir/GYF91-Y.mol	19	cyclic
MSV000078892	30	REG_fdr0_spectra/MSV000078892.mgf	30	30	7299	Kulomoopunalide_1_Kulomoopunalide_1	8	5.4e-11	716.472	717.4789999999999	419.48	M+H	1	10.267606240177031	combined_db/mol_dir/GYF91-Y.mol	19	cyclic
MSV000078892	31	REG_fdr0_spectra/MSV000078892.mgf	31	31	7299	Kulomoopunalide_1_Kulomoopunalide_1	11	5.7999999999999994e-11	716.472	717.482	423.421	M+H	1	10.236572006437063	combined_db/mol_dir/GYF91-Y.mol	19	cyclic
MSV000078892	33	REG_fdr0_spectra/MSV000078892.mgf	33	33	7299	Kulomoopunalide_1_Kulomoopunalide_1	9	1.3000000000000002e-10	716.472	717.4789999999999	443.505	M+H	1	9.886056647693163	combined_db/mol_dir/GYF91-Y.mol	19	cyclic
MSV000078892	35	REG_fdr0_spectra/MSV000078892.mgf	35	35	7299	Kulomoopunalide_1_Kulomoopunalide_1	8	7.3e-10	716.472	717.48	442.092	M+H	1	9.136677139879545	combined_db/mol_dir/GYF91-Y.mol	19	cyclic
MSV000078892	29	REG_fdr0_spectra/MSV000078892.mgf	29	29	7466	Hantupeptin_A_7',8'-Dihydro	7	4.5999999999999996e-11	738.457	739.4639999999999	454.64	M+H	1	10.337242168318426	combined_db/mol_dir/QBC93-M.mol	19	cyclic
MSV000078892	32	REG_fdr0_spectra/MSV000078892.mgf	32	32	7301	Antanapeptin_A_5,6-Dihydro	8	1.2e-10	738.457	739.462	419.059	M+H	1	9.920818753952375	combined_db/mol_dir/KZY91-O.mol	19	cyclic
MSV000079050	5	REG_fdr0_spectra/MSV000079050.mgf	5	5	5317	Precarriebowmide_Precarriebowmide	14	2.1e-24	864.482	865.4939999999999	491.587	M+H	1	23.67778070526608	combined_db/mol_dir/QWZ63-F.mol	333	cyclic
MSV000079050	46	REG_fdr0_spectra/MSV000079050.mgf	46	46	5317	Precarriebowmide_Precarriebowmide	12	1.2e-20	864.482	865.493	491.337	M+H	1	19.920818753952375	combined_db/mol_dir/QWZ63-F.mol	333	cyclic
MSV000079050	6	REG_fdr0_spectra/MSV000079050.mgf	6	6	5317	Precarriebowmide_Precarriebowmide	11	1.1e-17	864.482	865.493	490.288	M+H	1	16.958607314841775	combined_db/mol_dir/QWZ63-F.mol	333	cyclic
MSV000078892	49	REG_fdr0_spectra/MSV000078892.mgf	49	49	5317	Precarriebowmide_Precarriebowmide	8	4.5e-12	864.482	865.495	409.884	M+H	1	11.346787486224656	combined_db/mol_dir/QWZ63-F.mol	333	cyclic
MSV000078892	55	REG_fdr0_spectra/MSV000078892.mgf	55	55	5317	Precarriebowmide_Precarriebowmide	7	3e-09	864.482	865.497	410.76599999999996	M+H	1	8.522878745280337	combined_db/mol_dir/QWZ63-F.mol	333	cyclic
MSV000079050	114	REG_fdr0_spectra/MSV000079050.mgf	114	114	5389	Precarriebowmide_S,S-Dioxide	7	1.2999999999999999e-11	896.472	897.482	435.781	M+H	1	10.886056647693163	combined_db/mol_dir/QWZ64-G.mol	333	cyclic
MSV000078892	54	REG_fdr0_spectra/MSV000078892.mgf	54	54	5389	Precarriebowmide_S,S-Dioxide	8	1.7e-10	896.472	897.485	359.475	M+H	1	9.769551078621726	combined_db/mol_dir/QWZ64-G.mol	333	cyclic
MSV000078892	64	REG_fdr0_spectra/MSV000078892.mgf	64	64	1394	Majusculamide_C_57-Nor	19	3.5000000000000005e-22	970.574	971.5989999999999	298.506	M+H	1	21.455931955649724	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	62	REG_fdr0_spectra/MSV000078892.mgf	62	62	1394	Majusculamide_C_57-Nor	19	4.4e-21	970.574	971.5980000000001	296.98900000000003	M+H	1	20.356547323513812	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	69	REG_fdr0_spectra/MSV000078892.mgf	69	69	1394	Majusculamide_C_57-Nor	15	1.2e-16	970.574	971.6	267.19	M+H	1	15.920818753952375	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	66	REG_fdr0_spectra/MSV000078892.mgf	66	66	1394	Majusculamide_C_57-Nor	17	2.4e-16	970.574	971.5980000000001	330.11	M+H	1	15.619788758288394	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	70	REG_fdr0_spectra/MSV000078892.mgf	70	70	1394	Majusculamide_C_57-Nor	14	3.4e-14	970.574	971.597	331.651	M+H	1	13.468521082957745	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	61	REG_fdr0_spectra/MSV000078892.mgf	61	61	1394	Majusculamide_C_57-Nor	21	5e-18	970.574	486.30400000000003	323.916	M+2H	2	17.30102999566398	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	63	REG_fdr0_spectra/MSV000078892.mgf	63	63	1394	Majusculamide_C_57-Nor	19	1.8000000000000002e-16	970.574	486.30300000000005	322.503	M+2H	2	15.744727494896694	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	74	REG_fdr0_spectra/MSV000078892.mgf	74	74	1394	Majusculamide_C_57-Nor	12	1.8e-11	970.574	486.30400000000003	289.986	M+2H	2	10.744727494896694	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	75	REG_fdr0_spectra/MSV000078892.mgf	75	75	1394	Majusculamide_C_57-Nor	11	1.9e-10	970.574	486.30300000000005	291.60900000000004	M+2H	2	9.721246399047171	combined_db/mol_dir/LCP13-F.mol	120	cyclic
MSV000078892	76	REG_fdr0_spectra/MSV000078892.mgf	76	76	4265	Dolastatin_1_11-N-Me	8	2.5e-09	998.605	999.628	385.836	M+H	1	8.602059991327963	combined_db/mol_dir/FYM48-O.mol	120	cyclic
MSV000078922	0	REG_fdr0_spectra/MSV000078922.mgf	0	0	5166	Scytonemide_A_Scytonemide_A	8	8.000000000000001e-11	744.4169999999999	745.435	255.342	M+H	1	10.096910013008056	combined_db/mol_dir/QGF61-Z.mol	367	cyclic
MSV000078936	15	REG_fdr0_spectra/MSV000078936.mgf	15	15	3927	Ilamycins_Ilamycin_B2	14	1.6000000000000002e-19	1027.57	1028.57	205.708	M+H	1	18.795880017344075	combined_db/mol_dir/BDN43-F.mol	287	cyclic
MSV000078937	301	REG_fdr0_spectra/MSV000078937.mgf	301	301	3927	Ilamycins_Ilamycin_B2	10	2.5e-15	1027.57	1028.59	205.481	M+H	1	14.602059991327963	combined_db/mol_dir/BDN43-F.mol	287	cyclic
MSV000078936	227	REG_fdr0_spectra/MSV000078936.mgf	227	227	9005	[Val7]-Surfactin_C13ai	20	1.9e-23	993.6360000000001	994.659	240.032	M+H	1	22.72124639904717	combined_db/mol_dir/antimarin2012_44988.mol	7	cyclic
MSV000078936	42	REG_fdr0_spectra/MSV000078936.mgf	42	42	9005	[Val7]-Surfactin_C13ai	19	6.1e-21	993.6360000000001	994.653	237.06799999999998	M+H	1	20.214670164989233	combined_db/mol_dir/antimarin2012_44988.mol	7	cyclic
MSV000080115	6	REG_fdr0_spectra/MSV000080115.mgf	6	6	9005	[Val7]-Surfactin_C13ai	16	2.8e-19	993.6360000000001	994.6469999999999	1070.28	M+H	1	18.55284196865778	combined_db/mol_dir/antimarin2012_44988.mol	7	cyclic
MSV000078937	126	REG_fdr0_spectra/MSV000078937.mgf	126	126	9005	[Val7]-Surfactin_C13ai	14	7.6e-19	993.6360000000001	994.6489999999999	234.52	M+H	1	18.11918640771921	combined_db/mol_dir/antimarin2012_44988.mol	7	cyclic
MSV000078936	233	REG_fdr0_spectra/MSV000078936.mgf	233	233	9005	[Val7]-Surfactin_C13ai	17	8.4e-19	993.6360000000001	994.655	234.3	M+H	1	18.075720713938118	combined_db/mol_dir/antimarin2012_44988.mol	7	cyclic
MSV000078936	48	REG_fdr0_spectra/MSV000078936.mgf	48	48	9028	[Ile2Val7]-Surfactin_C15_dimethyl_ester	18	2.7e-19	1049.7	1050.72	277.156	M+H	1	18.568636235841012	combined_db/mol_dir/antimarin2012_45041.mol	7	cyclic
MSV000078936	252	REG_fdr0_spectra/MSV000078936.mgf	252	252	9028	[Ile2Val7]-Surfactin_C15_dimethyl_ester	18	4.5e-19	1049.7	1050.71	287.997	M+H	1	18.346787486224656	combined_db/mol_dir/antimarin2012_45041.mol	7	cyclic
MSV000079054	67	REG_fdr0_spectra/MSV000079054.mgf	67	67	9028	[Ile2Val7]-Surfactin_C15_dimethyl_ester	14	1.5e-17	1049.7	1050.7	279.26599999999996	M+H	1	16.82390874094432	combined_db/mol_dir/antimarin2012_45041.mol	7	cyclic
MSV000080116	5	REG_fdr0_spectra/MSV000080116.mgf	5	5	9028	[Ile2Val7]-Surfactin_C15_dimethyl_ester	18	1.1000000000000001e-16	1049.7	1050.71	464.43199999999996	M+H	1	15.958607314841775	combined_db/mol_dir/antimarin2012_45041.mol	7	cyclic
MSV000079054	93	REG_fdr0_spectra/MSV000079054.mgf	93	93	9028	[Ile2Val7]-Surfactin_C15_dimethyl_ester	14	5.5e-16	1049.7	1050.71	277.741	M+H	1	15.259637310505756	combined_db/mol_dir/antimarin2012_45041.mol	7	cyclic
MSV000079054	80	REG_fdr0_spectra/MSV000079054.mgf	80	80	7333	SNA_60-367_SNA_60-367-7	23	2.8000000000000003e-25	1490.83	746.418	179.627	M+2H	2	24.55284196865778	combined_db/mol_dir/GQS91-H.mol	61	b-cyclic
MSV000078937	112	REG_fdr0_spectra/MSV000078937.mgf	112	112	7333	SNA_60-367_SNA_60-367-7	27	2.7999999999999998e-24	1490.83	746.432	181.96	M+2H	2	23.55284196865778	combined_db/mol_dir/GQS91-H.mol	61	b-cyclic
MSV000078936	51	REG_fdr0_spectra/MSV000078936.mgf	51	51	7333	SNA_60-367_SNA_60-367-7	18	2.5000000000000002e-22	1490.83	746.431	177.097	M+2H	2	21.602059991327963	combined_db/mol_dir/GQS91-H.mol	61	b-cyclic
MSV000079450	806	REG_fdr0_spectra/MSV000079450.mgf	806	806	7333	SNA_60-367_SNA_60-367-7	17	3.7000000000000005e-22	1490.83	746.423	198.03099999999998	M+2H	2	21.431798275933005	combined_db/mol_dir/GQS91-H.mol	61	b-cyclic
MSV000079450	245	REG_fdr0_spectra/MSV000079450.mgf	245	245	7333	SNA_60-367_SNA_60-367-7	20	3.4e-21	1490.83	746.426	198.028	M+2H	2	20.468521082957746	combined_db/mol_dir/GQS91-H.mol	61	b-cyclic
MSV000078936	53	REG_fdr0_spectra/MSV000078936.mgf	53	53	1029	SNA_60-367_SNA_60-367-9	17	1.2e-20	1490.83	746.432	180.13099999999997	M+2H	2	19.920818753952375	combined_db/mol_dir/HLH09-N.mol	61	b-cyclic
MSV000078936	108	REG_fdr0_spectra/MSV000078936.mgf	108	108	8680	Lichenysin-G1a	15	1.8e-19	992.6519999999999	993.673	232.40900000000002	M+H	1	18.744727494896694	combined_db/mol_dir/antimarin2012_44118.mol	7	cyclic
MSV000078937	290	REG_fdr0_spectra/MSV000078937.mgf	290	290	8680	Lichenysin-G1a	15	9.2e-16	992.6519999999999	993.663	230.33599999999998	M+H	1	15.036212172654444	combined_db/mol_dir/antimarin2012_44118.mol	7	cyclic
MSV000078936	225	REG_fdr0_spectra/MSV000078936.mgf	225	225	6812	Bacillus_pumilus_KMM_1364_Lipodepsipeptides_KMM_1364F	16	2.3999999999999997e-19	1077.73	1078.75	313.936	M+H	1	18.619788758288394	combined_db/mol_dir/OKQ83-Q.mol	7	cyclic
MSV000078936	215	REG_fdr0_spectra/MSV000078936.mgf	215	215	6812	Bacillus_pumilus_KMM_1364_Lipodepsipeptides_KMM_1364F	12	6.5e-18	1077.73	1078.75	315.282	M+H	1	17.187086643357144	combined_db/mol_dir/OKQ83-Q.mol	7	cyclic
MSV000078937	266	REG_fdr0_spectra/MSV000078937.mgf	266	266	6812	Bacillus_pumilus_KMM_1364_Lipodepsipeptides_KMM_1364F	15	2e-15	1077.73	1078.74	306.086	M+H	1	14.698970004336019	combined_db/mol_dir/OKQ83-Q.mol	7	cyclic
MSV000079471	15	REG_fdr0_spectra/MSV000079471.mgf	15	15	6812	Bacillus_pumilus_KMM_1364_Lipodepsipeptides_KMM_1364F	14	1.7e-14	1077.73	1078.75	479.20099999999996	M+H	1	13.769551078621726	combined_db/mol_dir/OKQ83-Q.mol	7	cyclic
MSV000079471	30	REG_fdr0_spectra/MSV000079471.mgf	30	30	6812	Bacillus_pumilus_KMM_1364_Lipodepsipeptides_KMM_1364F	16	1.6e-13	1077.73	1078.74	478.134	M+H	1	12.795880017344075	combined_db/mol_dir/OKQ83-Q.mol	7	cyclic
MSV000078937	2	REG_fdr0_spectra/MSV000078937.mgf	2	2	1359	Cotteslosin_A_Cotteslosin_A	8	1.2e-15	635.332	636.3430000000001	149.545	M+H	1	14.920818753952375	combined_db/mol_dir/PVH13-M.mol	410	cyclic
MSV000078937	3	REG_fdr0_spectra/MSV000078937.mgf	3	3	8320	WS-7338-B;_BE-18257-B	13	2.3e-16	612.327	613.3340000000001	159.749	M+H	1	15.638272163982407	combined_db/mol_dir/antimarin2012_32402.mol	107	b-cyclic
MSV000078937	71	REG_fdr0_spectra/MSV000078937.mgf	71	71	5121	Amphomycin,_9CI,_BAN,_USAN_Amphomycin,_9CI,_BAN,_USAN	16	1.4000000000000003e-17	1289.65	1290.66	164.65400000000002	M+H	1	16.853871964321762	combined_db/mol_dir/CKN60-Q.mol	94	b-cyclic
MSV000078937	90	REG_fdr0_spectra/MSV000078937.mgf	90	90	9033	[Ile2,Ile7]-Surfactin_C15_monomethyl_est	13	9.000000000000001e-17	1049.7	1050.7	274.231	M+H	1	16.045757490560675	combined_db/mol_dir/antimarin2012_45029.mol	7	cyclic
MSV000079054	49	REG_fdr0_spectra/MSV000079054.mgf	49	49	9033	[Ile2,Ile7]-Surfactin_C15_monomethyl_est	14	3.5e-15	1049.7	1050.69	277.684	M+H	1	14.455931955649724	combined_db/mol_dir/antimarin2012_45029.mol	7	cyclic
MSV000079471	36	REG_fdr0_spectra/MSV000079471.mgf	36	36	9033	[Ile2,Ile7]-Surfactin_C15_monomethyl_est	14	8.3e-13	1049.7	1050.71	464.06300000000005	M+H	1	12.080921907623926	combined_db/mol_dir/antimarin2012_45029.mol	7	cyclic
MSV000079471	1	REG_fdr0_spectra/MSV000079471.mgf	1	1	9033	[Ile2,Ile7]-Surfactin_C15_monomethyl_est	13	8.499999999999999e-13	1049.7	1050.71	466.074	M+H	1	12.070581074285707	combined_db/mol_dir/antimarin2012_45029.mol	7	cyclic
MSV000078937	94	REG_fdr0_spectra/MSV000078937.mgf	94	94	8673	Peptidolipin_NA	14	1.6e-17	963.6619999999999	964.666	322.758	M+H	1	16.795880017344075	combined_db/mol_dir/antimarin2012_26171.mol	439	cyclic
MSV000078937	123	REG_fdr0_spectra/MSV000078937.mgf	123	123	6312	SNA_60-367_SNA_60-367-10	17	3.1000000000000002e-21	1490.83	746.43	186.002	M+2H	2	20.50863830616573	combined_db/mol_dir/HLH76-F.mol	61	b-cyclic
MSV000078937	125	REG_fdr0_spectra/MSV000078937.mgf	125	125	9011	[Ile2,Val7]-Surfactin_C13ai_monomethyl_e	15	1.1000000000000001e-20	1007.65	1008.67	233.84799999999998	M+H	1	19.958607314841775	combined_db/mol_dir/antimarin2012_45015.mol	7	cyclic
MSV000079598	8	REG_fdr0_spectra/MSV000079598.mgf	8	8	9011	[Ile2,Val7]-Surfactin_C13ai_monomethyl_e	18	3.2e-18	1007.65	1008.65	471.376	M+H	1	17.494850021680094	combined_db/mol_dir/antimarin2012_45015.mol	7	cyclic
MSV000079679	92	REG_fdr0_spectra/MSV000079679.mgf	92	92	9011	[Ile2,Val7]-Surfactin_C13ai_monomethyl_e	17	1.1e-17	1007.65	1008.66	510.219	M+H	1	16.958607314841775	combined_db/mol_dir/antimarin2012_45015.mol	7	cyclic
MSV000079054	95	REG_fdr0_spectra/MSV000079054.mgf	95	95	9011	[Ile2,Val7]-Surfactin_C13ai_monomethyl_e	13	3e-15	1007.65	1008.66	240.505	M+H	1	14.522878745280337	combined_db/mol_dir/antimarin2012_45015.mol	7	cyclic
MSV000079679	68	REG_fdr0_spectra/MSV000079679.mgf	68	68	9011	[Ile2,Val7]-Surfactin_C13ai_monomethyl_e	14	4.3e-15	1007.65	1008.66	510.902	M+H	1	14.366531544420413	combined_db/mol_dir/antimarin2012_45015.mol	7	cyclic
MSV000079679	71	REG_fdr0_spectra/MSV000079679.mgf	71	71	9011	[Ile2,Val7]-Surfactin_C13ai_monomethyl_e	14	3.4e-14	1007.65	504.834	509.815	M+2H	2	13.468521082957745	combined_db/mol_dir/antimarin2012_45015.mol	7	cyclic
MSV000078937	140	REG_fdr0_spectra/MSV000078937.mgf	140	140	5831	WS_9326A_WS_9326A	13	3.2e-17	1036.49	1037.51	171.78099999999998	M+H	1	16.494850021680094	combined_db/mol_dir/LKT70-S.mol	324	b-cyclic
MSV000078937	171	REG_fdr0_spectra/MSV000078937.mgf	171	171	9235	Actinomycin_Pip_1beta;_NSC-241535	13	6.4e-16	1268.64	1269.66	197.755	M+H	1	15.193820026016112	combined_db/mol_dir/antimarin2012_28729.mol	40	complex
MSV000078937	172	REG_fdr0_spectra/MSV000078937.mgf	172	172	1407	Actinomycin_C2_Actinomycin_C2	12	8e-16	1268.64	1269.66	194.38400000000001	M+H	1	15.096910013008056	combined_db/mol_dir/CKM13-Z.mol	40	complex
MSV000078937	229	REG_fdr0_spectra/MSV000078937.mgf	229	229	2348	Grividomycin_I_Grividomycin_I	14	1e-18	864.438	865.442	181.77900000000002	M+H	1	18.0	combined_db/mol_dir/DYL24-D.mol	83	b-cyclic
MSV000078937	230	REG_fdr0_spectra/MSV000078937.mgf	230	230	8570	Grividomycin-III;_5-(4-Methylisoleucine)	10	7e-16	850.423	851.424	174.704	M+H	1	15.154901959985743	combined_db/mol_dir/antimarin2012_34976.mol	83	b-cyclic
MSV000078937	248	REG_fdr0_spectra/MSV000078937.mgf	248	248	6083	Stendomycin_Stendomycin	7	4.4e-17	1628.03	1629.05	295.63	M+H	1	16.356547323513812	combined_db/mol_dir/CKS73-V.mol	1016	b-cyclic
MSV000078960	1	REG_fdr0_spectra/MSV000078960.mgf	1	1	8601	Socein_A	10	7.299999999999999e-14	868.3760000000001	869.385	488.31	M+H	1	13.136677139879545	combined_db/mol_dir/antimarin2012_36710.mol	195	complex
MSV000078960	2	REG_fdr0_spectra/MSV000078960.mgf	2	2	8601	Socein_A	9	3.6000000000000004e-12	868.3760000000001	869.3860000000001	488.406	M+H	1	11.443697499232712	combined_db/mol_dir/antimarin2012_36710.mol	195	complex
MSV000078960	0	REG_fdr0_spectra/MSV000078960.mgf	0	0	8601	Socein_A	9	1.1e-11	868.3760000000001	869.385	488.175	M+H	1	10.958607314841775	combined_db/mol_dir/antimarin2012_36710.mol	195	complex
MSV000078960	3	REG_fdr0_spectra/MSV000078960.mgf	3	3	6999	Tyrocidine_Tryptocidine_A	9	1.7e-11	1292.67	647.342	263.53700000000003	M+2H	2	10.769551078621726	combined_db/mol_dir/MWQ86-D.mol	58	cyclic
MSV000078982	0	REG_fdr0_spectra/MSV000078982.mgf	0	0	9691	Scytonemin_A	29	5.6e-37	1462.76	1463.78	180.562	M+H	1	36.2518119729938	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	2	REG_fdr0_spectra/MSV000078982.mgf	2	2	9691	Scytonemin_A	27	1.4999999999999998e-34	1462.76	1463.78	175.352	M+H	1	33.82390874094432	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	5	REG_fdr0_spectra/MSV000078982.mgf	5	5	9691	Scytonemin_A	26	2.3e-33	1462.76	1463.78	170.642	M+H	1	32.63827216398241	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	3	REG_fdr0_spectra/MSV000078982.mgf	3	3	9691	Scytonemin_A	26	1.4e-31	1462.76	1463.78	183.30200000000002	M+H	1	30.853871964321762	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	6	REG_fdr0_spectra/MSV000078982.mgf	6	6	9691	Scytonemin_A	25	9.699999999999999e-29	1462.76	1463.78	185.13400000000001	M+H	1	28.013228265733755	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	22	REG_fdr0_spectra/MSV000078982.mgf	22	22	9691	Scytonemin_A	21	4.9e-18	1462.76	732.3969999999999	174.051	M+2H	2	17.309803919971486	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	12	REG_fdr0_spectra/MSV000078982.mgf	12	12	9691	Scytonemin_A	24	4.1e-17	1462.76	732.3969999999999	175.878	M+2H	2	16.387216143280263	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	21	REG_fdr0_spectra/MSV000078982.mgf	21	21	9691	Scytonemin_A	21	8.7e-17	1462.76	732.3960000000001	177.729	M+2H	2	16.06048074738138	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	17	REG_fdr0_spectra/MSV000078982.mgf	17	17	9691	Scytonemin_A	22	1.7e-16	1462.76	732.3960000000001	189.571	M+2H	2	15.769551078621726	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	25	REG_fdr0_spectra/MSV000078982.mgf	25	25	9691	Scytonemin_A	22	3.2e-16	1462.76	732.3969999999999	183.11	M+2H	2	15.494850021680094	combined_db/mol_dir/antimarin2012_29382.mol	1476	b-cyclic
MSV000078982	45	REG_fdr0_spectra/MSV000078982.mgf	45	45	6074	Puwainaphycin_B_Puwainaphycin_B	25	6.4e-34	1232.74	1233.75	204.18099999999998	M+H	1	33.19382002601611	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	43	REG_fdr0_spectra/MSV000078982.mgf	43	43	6074	Puwainaphycin_B_Puwainaphycin_B	26	1.1e-31	1232.74	1233.75	201.405	M+H	1	30.958607314841775	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	47	REG_fdr0_spectra/MSV000078982.mgf	47	47	6074	Puwainaphycin_B_Puwainaphycin_B	25	6.300000000000001e-28	1232.74	1233.75	199.554	M+H	1	27.200659450546418	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	49	REG_fdr0_spectra/MSV000078982.mgf	49	49	6074	Puwainaphycin_B_Puwainaphycin_B	24	6.4000000000000005e-28	1232.74	1233.75	203.25	M+H	1	27.193820026016112	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	46	REG_fdr0_spectra/MSV000078982.mgf	46	46	6074	Puwainaphycin_B_Puwainaphycin_B	25	1.8e-27	1232.74	1233.75	200.483	M+H	1	26.744727494896694	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	50	REG_fdr0_spectra/MSV000078982.mgf	50	50	6074	Puwainaphycin_B_Puwainaphycin_B	21	2e-19	1232.74	617.377	199.752	M+2H	2	18.69897000433602	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	51	REG_fdr0_spectra/MSV000078982.mgf	51	51	6074	Puwainaphycin_B_Puwainaphycin_B	19	4.1000000000000003e-19	1232.74	617.378	204.37400000000002	M+2H	2	18.387216143280263	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	52	REG_fdr0_spectra/MSV000078982.mgf	52	52	6074	Puwainaphycin_B_Puwainaphycin_B	18	4.9e-18	1232.74	617.378	202.515	M+2H	2	17.309803919971486	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	53	REG_fdr0_spectra/MSV000078982.mgf	53	53	6074	Puwainaphycin_B_Puwainaphycin_B	18	3.3e-17	1232.74	617.378	203.442	M+2H	2	16.481486060122112	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	54	REG_fdr0_spectra/MSV000078982.mgf	54	54	6074	Puwainaphycin_B_Puwainaphycin_B	17	4.3e-17	1232.74	617.378	200.672	M+2H	2	16.366531544420415	combined_db/mol_dir/MSD73-I.mol	190	cyclic
MSV000078982	57	REG_fdr0_spectra/MSV000078982.mgf	57	57	2367	Puwainaphycin_C_Puwainaphycin_C	22	7.9e-28	1226.67	1227.69	215.808	M+H	1	27.102372908709558	combined_db/mol_dir/JVD24-I.mol	190	cyclic
MSV000078982	58	REG_fdr0_spectra/MSV000078982.mgf	58	58	2367	Puwainaphycin_C_Puwainaphycin_C	22	2.2999999999999997e-24	1226.67	1227.69	213.209	M+H	1	23.638272163982407	combined_db/mol_dir/JVD24-I.mol	190	cyclic
MSV000078982	59	REG_fdr0_spectra/MSV000078982.mgf	59	59	2367	Puwainaphycin_C_Puwainaphycin_C	19	2.5e-18	1226.67	1227.69	214.50400000000002	M+H	1	17.602059991327963	combined_db/mol_dir/JVD24-I.mol	190	cyclic
MSV000078982	60	REG_fdr0_spectra/MSV000078982.mgf	60	60	2367	Puwainaphycin_C_Puwainaphycin_C	11	1.1000000000000001e-10	1226.67	614.347	212.232	M+2H	2	9.958607314841775	combined_db/mol_dir/JVD24-I.mol	190	cyclic
MSV000078982	61	REG_fdr0_spectra/MSV000078982.mgf	61	61	2367	Puwainaphycin_C_Puwainaphycin_C	10	8.400000000000001e-10	1226.67	614.346	216.13099999999997	M+2H	2	9.075720713938118	combined_db/mol_dir/JVD24-I.mol	190	cyclic
